93094,181569.68
64560,169060.39999999997
23289,161573.80000000005
52275,153364.78999999998
61218,153067.55
52034,152680.05
40442,151037.32
60528,148691.95
84830,148363.84
82593,148281.03999999998
20648,148084.29
15759,147852.55
36102,147833.89999999997
60538,147514.06
79352,146656.2
67896,146604.06000000003
89114,146574.77
17810,145903.82
28584,145728.93
82699,144907.50000000003
36631,144744.71000000002
42954,144564.6
17100,144554.18
45631,144546.88
87660,143882.28
84484,143082.23
43740,141692.61000000002
35970,141691.74
65135,141454.51
35746,140954.68
21763,140938.34000000003
3434,140736.17999999996
3376,140612.36
24624,140025.86000000002
29145,140001.58000000002
97963,139582.46000000002
70093,139552.81
62783,139378.18
75354,139356.91999999995
74618,138667.38999999996
40367,138422.21000000002
94429,138235.86
79586,137774.9
51404,137492.81999999998
28328,137492.50000000003
44655,137299.26
46068,137190.88999999998
59168,136437.86999999997
72134,136163.89999999997
13850,136090.53999999998
10188,135969.91
93755,135885.61000000002
79896,135715.6
79367,135640.17
81896,135624.61
95043,135568.86000000002
99083,135422.30000000005
46241,135368.73
21067,135303.32
65948,135265.61000000002
38214,134853.38
25662,134054.59999999998
68846,133887.0
75959,133870.12
62815,133683.81
59362,133634.02999999997
98351,133503.64
23513,133348.34999999998
14945,133266.38
86897,133074.21000000002
95873,132987.14
25426,132971.25
27775,132962.83000000002
19244,132949.46999999997
81431,132859.76
17979,132436.51
24316,132229.34999999998
90972,132014.82
34065,131915.42999999996
18106,131877.29
93874,131803.88000000003
37277,131729.68999999997
10590,131720.99000000005
14283,131646.87000000002
92917,131629.19
42327,131588.74000000002
36648,131395.84999999998
37488,131276.71
67594,131171.4
27327,131134.07
26638,131059.40000000001
1066,131014.11000000002
19856,130855.36999999997
78192,130755.98
22740,130736.31000000003
78244,130693.33
84466,130662.06000000003
48481,130587.58000000002
24814,130516.74999999994
93919,130478.5
25163,130432.86
30389,130396.92000000003
94812,130371.05000000002
12003,130345.22
99046,130299.78000000003
55426,130134.25999999998
23989,130110.52999999997
84283,129869.61000000002
31157,129733.74
26093,129731.33000000002
11438,129511.28
55636,129500.73
2359,129366.72999999998
69093,129195.48000000003
86720,129157.34999999998
48371,129071.03999999998
89802,129057.54000000001
53806,128952.14000000001
74901,128736.86000000004
93743,128709.32000000002
16307,128673.28
14176,128631.80000000002
89401,128618.07999999999
20537,128483.51999999999
94717,128434.54999999999
32635,128418.1
65572,128319.87999999998
37339,128289.99000000002
73743,128289.70000000001
45735,128258.18
39187,128161.08999999998
44108,128065.02999999997
3907,128034.54
60669,127946.54000000001
81320,127874.23999999999
41771,127834.16
33551,127693.21999999999
23087,127634.23999999999
57984,127489.03999999998
81900,127465.68000000001
47966,127318.46
53139,127296.52
60,127179.26999999997
18324,126988.88999999998
65643,126968.28999999998
58739,126812.48000000001
49779,126790.79
61576,126755.15999999999
57915,126423.37
80447,126365.76999999999
23380,126316.53000000003
88960,126290.69000000003
83276,126265.66000000003
17830,126237.79000000004
90332,126207.20000000003
15345,126183.67000000001
65922,126160.64
25215,125972.95
79943,125954.34
38006,125850.41
11059,125819.16999999998
95462,125663.43
79282,125650.25
43052,125635.42
3651,125627.85
70862,125609.33000000002
3057,125548.51999999999
77383,125526.49
54438,125426.21999999997
97308,125295.47
44554,125262.22
59045,125186.01
36854,125034.01000000001
29960,124977.51999999999
26237,124967.93000000001
33864,124921.04000000001
27632,124724.11999999998
33092,124659.73999999999
702,124648.35
33174,124514.68999999999
63013,124507.61000000003
90008,124455.78000000003
67886,124422.63
16249,124312.9
63068,124230.16
53605,124224.08
34249,124205.79999999999
28573,124165.92000000001
99816,124126.87999999999
98921,124084.55999999998
72676,124015.84
45264,123972.78
