id,value
28467,28467
42301,42301
25388,25388
42317,42317
19649,19649
38381,38381
37034,37034
4297,4297
39854,39854
9078,9078
35994,35994
23791,23791
42774,42774
10002,10002
40431,40431
15489,15489
32491,32491
7978,7978
4046,4046
29001,29001
26908,26908
33567,33567
14821,14821
27575,27575
20612,20612
8494,8494
19158,19158
45545,45545
38247,38247
41246,41246
3725,3725
35171,35171
38472,38472
46515,46515
17135,17135
29106,29106
31012,31012
9111,9111
36654,36654
47396,47396
28011,28011
22107,22107
17372,17372
661,661
29224,29224
29338,29338
15037,15037
24828,24828
12894,12894
23075,23075
36115,36115
25587,25587
3903,3903
47375,47375
38816,38816
25310,25310
41994,41994
38726,38726
49510,49510
20950,20950
46892,46892
15783,15783
38350,38350
19997,19997
10549,10549
45430,45430
30628,30628
2246,2246
19396,19396
8905,8905
49906,49906
32311,32311
3145,3145
47399,47399
28448,28448
3771,3771
45503,45503
8937,8937
16658,16658
21982,21982
42796,42796
48933,48933
9332,9332
20771,20771
30750,30750
42129,42129
15234,15234
12651,12651
24511,24511
7760,7760
45095,45095
46013,46013
10032,10032
32563,32563
20072,20072
22866,22866
47596,47596
7504,7504
40990,40990
13440,13440
42539,42539
19031,19031
17124,17124
9192,9192
8134,8134
34689,34689
19107,19107
34601,34601
4792,4792
20630,20630
43652,43652
5603,5603
32467,32467
35294,35294
43321,43321
25394,25394
18903,18903
26078,26078
28999,28999
21954,21954
10559,10559
11160,11160
40282,40282
13896,13896
47062,47062
30645,30645
32141,32141
35672,35672
41380,41380
16192,16192
38352,38352
28455,28455
7374,7374
2135,2135
44277,44277
47851,47851
34988,34988
36574,36574
12384,12384
44019,44019
49271,49271
15657,15657
28828,28828
3189,3189
38322,38322
46014,46014
35149,35149
1700,1700
3908,3908
39198,39198
1568,1568
40202,40202
32925,32925
36371,36371
27246,27246
23716,23716
14560,14560
44358,44358
26885,26885
48618,48618
20160,20160
8583,8583
4708,4708
45234,45234
39274,39274
968,968
34247,34247
11254,11254
30118,30118
7044,7044
40430,40430
26349,26349
663,663
33806,33806
47129,47129
21815,21815
22531,22531
36849,36849
31970,31970
5459,5459
26247,26247
21579,21579
47884,47884
40823,40823
10764,10764
14814,14814
7375,7375
6011,6011
4608,4608
859,859
878,878
48038,48038
5081,5081
47016,47016
33789,33789
2838,2838
10464,10464
2328,2328
37702,37702
22388,22388
5434,5434
7993,7993
23175,23175
8949,8949
24306,24306
49259,49259
9481,9481
44000,44000
40353,40353
9730,9730
48473,48473
33569,33569
39793,39793
24657,24657
47813,47813
33722,33722
1546,1546
47856,47856
35438,35438
41578,41578
46075,46075
28244,28244
35846,35846
23164,23164
19738,19738
31052,31052
3967,3967
2607,2607
15170,15170
9145,9145
48244,48244
37719,37719
47714,47714
30772,30772
22884,22884
19769,19769
36139,36139
8988,8988
6070,6070
33160,33160
3212,3212
21531,21531
41242,41242
40002,40002
28602,28602
4700,4700
115,115
48527,48527
47361,47361
30149,30149
15968,15968
21205,21205
17056,17056
15982,15982
44269,44269
16528,16528
27179,27179
21654,21654
20412,20412
2747,2747
1913,1913
28540,28540
37674,37674
28038,28038
48180,48180
11270,11270
317,317
12490,12490
20435,20435
16235,16235
38437,38437
7302,7302
25859,25859
41485,41485
23019,23019
43491,43491
48625,48625
29459,29459
44872,44872
31936,31936
34059,34059
36724,36724
4468,4468
37635,37635
