id,value
3606,3606
4766,4766
36104,36104
10541,10541
40655,40655
60,60
11101,11101
19952,19952
8209,8209
46834,46834
29176,29176
21879,21879
9327,9327
43969,43969
6381,6381
30920,30920
21655,21655
16001,16001
17428,17428
36911,36911
17408,17408
20966,20966
36751,36751
7221,7221
14553,14553
29967,29967
8680,8680
21523,21523
44149,44149
28825,28825
25391,25391
5125,5125
41705,41705
25812,25812
1415,1415
35159,35159
23184,23184
14296,14296
21929,21929
35474,35474
19911,19911
18508,18508
23572,23572
10060,10060
12261,12261
32793,32793
23366,23366
41484,41484
45398,45398
45357,45357
23291,23291
19934,19934
32240,32240
33234,33234
8566,8566
31337,31337
6031,6031
1374,1374
5796,5796
39500,39500
38312,38312
35279,35279
47099,47099
9958,9958
427,427
27189,27189
3919,3919
6292,6292
5900,5900
893,893
1043,1043
48761,48761
34068,34068
47446,47446
37209,37209
22438,22438
28729,28729
49181,49181
915,915
41090,41090
16483,16483
16326,16326
20044,20044
29015,29015
11992,11992
40679,40679
2616,2616
39675,39675
45950,45950
6180,6180
42579,42579
43628,43628
48675,48675
37170,37170
23432,23432
42330,42330
26720,26720
9025,9025
20469,20469
32355,32355
9714,9714
40405,40405
4171,4171
45508,45508
39964,39964
23150,23150
45414,45414
34111,34111
6423,6423
22760,22760
24407,24407
44593,44593
31287,31287
36802,36802
2224,2224
48621,48621
45120,45120
35400,35400
29661,29661
31255,31255
1336,1336
7414,7414
15391,15391
29917,29917
40218,40218
7163,7163
927,927
3683,3683
1279,1279
5952,5952
43906,43906
17482,17482
2032,2032
49565,49565
250,250
25339,25339
40631,40631
23454,23454
45457,45457
43056,43056
13373,13373
4830,4830
6542,6542
35780,35780
5194,5194
16153,16153
15810,15810
45924,45924
49746,49746
47004,47004
4758,4758
28427,28427
5852,5852
7958,7958
30536,30536
31729,31729
26072,26072
10989,10989
39280,39280
38427,38427
6828,6828
37104,37104
1674,1674
20071,20071
41416,41416
24128,24128
42997,42997
37762,37762
36726,36726
39289,39289
7721,7721
32412,32412
49208,49208
22047,22047
29599,29599
30899,30899
49633,49633
27571,27571
26508,26508
23852,23852
24276,24276
21499,21499
46333,46333
11822,11822
1295,1295
31379,31379
11244,11244
6094,6094
3155,3155
18801,18801
42520,42520
48708,48708
17858,17858
10501,10501
7779,7779
37233,37233
2863,2863
19834,19834
4229,4229
14287,14287
25214,25214
38447,38447
29550,29550
35926,35926
39781,39781
33314,33314
44026,44026
35591,35591
33844,33844
36715,36715
28684,28684
10287,10287
10076,10076
10213,10213
36396,36396
1661,1661
13186,13186
40859,40859
48741,48741
47760,47760
16755,16755
22087,22087
45046,45046
7478,7478
3982,3982
23486,23486
39718,39718
39279,39279
48789,48789
30677,30677
31165,31165
4104,4104
684,684
28274,28274
20679,20679
8182,8182
35245,35245
30113,30113
43720,43720
43102,43102
11522,11522
42624,42624
46664,46664
1740,1740
40763,40763
8887,8887
19592,19592
1651,1651
6152,6152
30053,30053
43290,43290
29799,29799
24954,24954
15694,15694
40440,40440
7049,7049
3003,3003
2939,2939
48873,48873
48135,48135
41547,41547
16295,16295
2284,2284
21326,21326
20218,20218
35828,35828
32506,32506
30474,30474
11243,11243
507,507
12654,12654
47831,47831
3529,3529
9779,9779
5188,5188
26313,26313
49102,49102
16324,16324
14523,14523
8003,8003
6074,6074
6915,6915
36943,36943
48633,48633
43327,43327
14423,14423
15235,15235
15226,15226
229,229
49829,49829
46041,46041
31338,31338
1852,1852
14254,14254
8888,8888
43668,43668
43882,43882
14347,14347
20499,20499
39866,39866
19808,19808
7940,7940
10392,10392
13589,13589
30422,30422
17045,17045
43286,43286
34369,34369
22231,22231
37145,37145
16784,16784
10800,10800
23407,23407
28659,28659
39084,39084
2377,2377
40374,40374
33604,33604
5478,5478
17801,17801
9627,9627
18197,18197
9541,9541
46303,46303
41139,41139
19210,19210
36118,36118
15916,15916
37058,37058
33080,33080
38911,38911
46561,46561
2896,2896
4371,4371
42877,42877
36059,36059
27135,27135
20586,20586
25912,25912
33329,33329
8388,8388
41604,41604
33114,33114
45078,45078
42004,42004
11010,11010
29400,29400
30587,30587
17156,17156
31713,31713
40147,40147
28774,28774
44033,44033
2045,2045
46461,46461
29988,29988
4779,4779
13252,13252
37370,37370
13483,13483
40498,40498
31268,31268
12273,12273
47222,47222
23983,23983
24948,24948
31621,31621
24667,24667
39419,39419
44163,44163
4058,4058
21521,21521
49409,49409
35320,35320
47342,47342
15107,15107
6621,6621
14512,14512
15481,15481
9430,9430
14829,14829
35874,35874
41689,41689
30429,30429
817,817
10129,10129
39569,39569
42291,42291
33512,33512
1371,1371
7325,7325
45654,45654
8286,8286
46072,46072
38168,38168
27349,27349
13453,13453
43363,43363
7814,7814
9292,9292
31297,31297
33331,33331
13755,13755
29235,29235
45248,45248
42497,42497
5510,5510
23980,23980
40969,40969
7781,7781
26862,26862
18467,18467
38054,38054
13189,13189
35101,35101
22221,22221
820,820
9068,9068
2410,2410
37716,37716
26575,26575
272,272
9828,9828
40621,40621
31309,31309
25393,25393
23360,23360
19047,19047
882,882
14536,14536
40432,40432
37856,37856
1204,1204
21632,21632
34940,34940
28478,28478
2295,2295
34901,34901
12775,12775
32160,32160
44303,44303
49950,49950
39821,39821
45092,45092
36905,36905
28960,28960
24278,24278
18348,18348
27992,27992
21950,21950
21305,21305
48069,48069
25413,25413
19959,19959
39911,39911
48774,48774
21394,21394
30962,30962
44074,44074
7615,7615
38807,38807
43746,43746
46050,46050
12848,12848
24508,24508
42278,42278
43948,43948
34744,34744
29606,29606
29278,29278
17481,17481
23956,23956
38791,38791
24546,24546
11223,11223
45627,45627
9945,9945
12375,12375
37411,37411
3542,3542
5949,5949
17360,17360
49542,49542
32458,32458
9618,9618
15560,15560
41471,41471
14723,14723
9428,9428
24918,24918
25087,25087
21371,21371
33905,33905
37508,37508
8563,8563
48714,48714
42434,42434
22917,22917
1136,1136
3286,3286
5354,5354
22028,22028
19639,19639
39545,39545
22564,22564
15436,15436
45271,45271
6847,6847
49539,49539
9097,9097
37820,37820
32532,32532
7621,7621
22053,22053
26985,26985
46623,46623
21331,21331
14754,14754
30200,30200
48913,48913
8312,8312
34072,34072
3411,3411
36744,36744
12326,12326
37207,37207
39469,39469
27012,27012
29596,29596
38706,38706
438,438
2394,2394
48488,48488
34674,34674
6233,6233
8543,8543
32429,32429
35365,35365
19971,19971
45453,45453
13223,13223
11936,11936
32763,32763
49617,49617
21830,21830
17799,17799
25507,25507
15250,15250
39121,39121
21986,21986
22245,22245
21663,21663
5788,5788
24700,24700
9265,9265
24832,24832
39977,39977
19078,19078
45778,45778
19748,19748
35927,35927
15233,15233
48404,48404
24728,24728
30560,30560
37974,37974
