id,value
39495,39495
13486,13486
9807,9807
12410,12410
20454,20454
38803,38803
43376,43376
10052,10052
14975,14975
33980,33980
4331,4331
45866,45866
21415,21415
44363,44363
42160,42160
20104,20104
15543,15543
2818,2818
4103,4103
20688,20688
40211,40211
31944,31944
31843,31843
48755,48755
49724,49724
33357,33357
18110,18110
8495,8495
33653,33653
17284,17284
43357,43357
28139,28139
37399,37399
13733,13733
30469,30469
4928,4928
14672,14672
3330,3330
46130,46130
9324,9324
40719,40719
23263,23263
12008,12008
29587,29587
22464,22464
17859,17859
2283,2283
6532,6532
4692,4692
32679,32679
345,345
7264,7264
18573,18573
24759,24759
12744,12744
45340,45340
26799,26799
8456,8456
31828,31828
32733,32733
27133,27133
34103,34103
48772,48772
25797,25797
21423,21423
47587,47587
22296,22296
46380,46380
43753,43753
46821,46821
35454,35454
47757,47757
40773,40773
38694,38694
14462,14462
18896,18896
5339,5339
6078,6078
24559,24559
29035,29035
45237,45237
25180,25180
40247,40247
20656,20656
1855,1855
45274,45274
48140,48140
29476,29476
38654,38654
6901,6901
28390,28390
32729,32729
41522,41522
49830,49830
7572,7572
30385,30385
34066,34066
10366,10366
30084,30084
18208,18208
27906,27906
34922,34922
20489,20489
8307,8307
198,198
45204,45204
13602,13602
11470,11470
35681,35681
38513,38513
33310,33310
43164,43164
327,327
254,254
35970,35970
46990,46990
48653,48653
14175,14175
34006,34006
47953,47953
44684,44684
10265,10265
35120,35120
37186,37186
45902,45902
44510,44510
34745,34745
7488,7488
3760,3760
27322,27322
27457,27457
4434,4434
6419,6419
48082,48082
43981,43981
46506,46506
6687,6687
10113,10113
47086,47086
32189,32189
31184,31184
8789,8789
44167,44167
42029,42029
9022,9022
9925,9925
34692,34692
48194,48194
17750,17750
6254,6254
402,402
12930,12930
33077,33077
9606,9606
43803,43803
20575,20575
36132,36132
37841,37841
13901,13901
4101,4101
45514,45514
41745,41745
43536,43536
32009,32009
19662,19662
19920,19920
403,403
41598,41598
45953,45953
35137,35137
47869,47869
16901,16901
28815,28815
45814,45814
25942,25942
39089,39089
43632,43632
43515,43515
20908,20908
8481,8481
32577,32577
37514,37514
9812,9812
35073,35073
20530,20530
30246,30246
45244,45244
32508,32508
40821,40821
6550,6550
33340,33340
3632,3632
7509,7509
31194,31194
12534,12534
10962,10962
17285,17285
11121,11121
21169,21169
35032,35032
28667,28667
27594,27594
7350,7350
33785,33785
25410,25410
23760,23760
17723,17723
9601,9601
3652,3652
21387,21387
23176,23176
14336,14336
44955,44955
26218,26218
7718,7718
12289,12289
19454,19454
34224,34224
13794,13794
28514,28514
34124,34124
45212,45212
15045,15045
43337,43337
47044,47044
27952,27952
4550,4550
32118,32118
17281,17281
39164,39164
34473,34473
13162,13162
5277,5277
24707,24707
19705,19705
3278,3278
22182,22182
19418,19418
26433,26433
35683,35683
7536,7536
6266,6266
41788,41788
23633,23633
19868,19868
44892,44892
25167,25167
37882,37882
26340,26340
25284,25284
692,692
21172,21172
30027,30027
12602,12602
44660,44660
26017,26017
16532,16532
17772,17772
31369,31369
29572,29572
39297,39297
1749,1749
13411,13411
3523,3523
23025,23025
37476,37476
26252,26252
12034,12034
11259,11259
35776,35776
6519,6519
48994,48994
43308,43308
33109,33109
25036,25036
40580,40580
20749,20749
17606,17606
25359,25359
12754,12754
44616,44616
38898,38898
22599,22599
47540,47540
38954,38954
5185,5185
23906,23906
29105,29105
16422,16422
39882,39882
1841,1841
35167,35167
15225,15225
8382,8382
15844,15844
6395,6395
15584,15584
49155,49155
21538,21538
15020,15020
13034,13034
31767,31767
30384,30384
2764,2764
