id,value
5903,5903
19201,19201
30917,30917
27312,27312
17396,17396
22441,22441
11256,11256
1176,1176
49032,49032
47584,47584
33587,33587
32108,32108
1830,1830
31352,31352
47937,47937
23972,23972
34860,34860
35587,35587
12756,12756
33157,33157
38489,38489
15901,15901
43132,43132
39567,39567
44410,44410
5874,5874
27508,27508
47911,47911
43347,43347
32140,32140
37295,37295
32514,32514
40616,40616
34803,34803
47594,47594
44612,44612
49496,49496
34177,34177
33066,33066
27358,27358
16507,16507
31415,31415
3427,3427
1364,1364
2904,2904
15569,15569
48925,48925
25003,25003
47103,47103
38682,38682
5153,5153
31163,31163
28110,28110
36480,36480
23315,23315
21209,21209
40695,40695
14447,14447
43018,43018
29208,29208
24321,24321
44508,44508
22572,22572
27505,27505
16872,16872
38858,38858
33188,33188
2113,2113
5945,5945
14901,14901
46592,46592
30436,30436
20236,20236
9849,9849
33605,33605
367,367
6109,6109
10998,10998
30248,30248
10128,10128
23870,23870
10266,10266
33521,33521
37834,37834
33296,33296
18679,18679
24651,24651
41506,41506
16769,16769
43715,43715
25429,25429
34557,34557
44560,44560
488,488
33952,33952
28830,28830
49772,49772
16958,16958
34959,34959
20335,20335
23784,23784
27702,27702
20254,20254
17780,17780
22075,22075
44082,44082
38111,38111
25992,25992
4116,4116
44181,44181
33330,33330
27010,27010
15353,15353
27849,27849
37717,37717
22477,22477
45603,45603
36781,36781
33533,33533
40676,40676
2389,2389
32810,32810
38073,38073
48853,48853
3095,3095
26633,26633
28530,28530
33856,33856
17319,17319
9543,9543
8232,8232
39201,39201
26820,26820
40742,40742
34384,34384
29068,29068
16252,16252
7379,7379
40807,40807
25370,25370
17421,17421
19194,19194
48548,48548
49304,49304
32713,32713
42417,42417
1847,1847
36304,36304
22359,22359
2490,2490
37339,37339
41526,41526
30081,30081
581,581
43840,43840
28073,28073
5863,5863
29007,29007
27602,27602
26366,26366
13730,13730
18362,18362
34597,34597
31300,31300
19568,19568
23257,23257
32102,32102
19919,19919
37047,37047
4037,4037
25459,25459
13415,13415
30696,30696
11559,11559
26022,26022
38093,38093
27397,27397
46207,46207
44325,44325
30302,30302
45693,45693
10974,10974
26882,26882
41325,41325
29501,29501
36601,36601
40822,40822
5207,5207
14021,14021
13886,13886
26116,26116
48409,48409
12642,12642
41564,41564
6118,6118
18653,18653
7258,7258
26685,26685
2417,2417
14378,14378
48305,48305
34190,34190
521,521
10264,10264
9469,9469
36084,36084
9040,9040
19102,19102
17097,17097
44628,44628
10648,10648
18606,18606
43665,43665
28454,28454
28833,28833
36673,36673
37692,37692
22427,22427
