id,value
9385,9385
39360,39360
48328,48328
39879,39879
16271,16271
11944,11944
33573,33573
39010,39010
15612,15612
10824,10824
14315,14315
9120,9120
40877,40877
24646,24646
19407,19407
31247,31247
16313,16313
11618,11618
6897,6897
44794,44794
43358,43358
45893,45893
35126,35126
6249,6249
6660,6660
39761,39761
46357,46357
38615,38615
28992,28992
33145,33145
23962,23962
34798,34798
12609,12609
7150,7150
10276,10276
2349,2349
35187,35187
28573,28573
46317,46317
34272,34272
14411,14411
20711,20711
26686,26686
29743,29743
38540,38540
22784,22784
46054,46054
46291,46291
3580,3580
41871,41871
48963,48963
43932,43932
14262,14262
29280,29280
4590,4590
12696,12696
46843,46843
43235,43235
38629,38629
38962,38962
1787,1787
26318,26318
22078,22078
42569,42569
387,387
12260,12260
24016,24016
27141,27141
141,141
8077,8077
13200,13200
24014,24014
43908,43908
10960,10960
48263,48263
26404,26404
49756,49756
47029,47029
2710,2710
17672,17672
46587,46587
42621,42621
44381,44381
32952,32952
17657,17657
31961,31961
19318,19318
4155,4155
13515,13515
18174,18174
12957,12957
22236,22236
6805,6805
8604,8604
32328,32328
8378,8378
16779,16779
4994,4994
28969,28969
40780,40780
11217,11217
39775,39775
45546,45546
10543,10543
42222,42222
19003,19003
24310,24310
47674,47674
39740,39740
37676,37676
19910,19910
3772,3772
25768,25768
34286,34286
45103,45103
15684,15684
45739,45739
11343,11343
20158,20158
4461,4461
18099,18099
9384,9384
26819,26819
33591,33591
1010,1010
37634,37634
41684,41684
19065,19065
4859,4859
46409,46409
37151,37151
4633,4633
35264,35264
35452,35452
48006,48006
282,282
43221,43221
1587,1587
6881,6881
37444,37444
16275,16275
6277,6277
44081,44081
9567,9567
5699,5699
48073,48073
38959,38959
11821,11821
13,13
45119,45119
35017,35017
16152,16152
34645,34645
25367,25367
13370,13370
2574,2574
46340,46340
30003,30003
6553,6553
9980,9980
3633,3633
49184,49184
35083,35083
36169,36169
30697,30697
12281,12281
11163,11163
47658,47658
12657,12657
49958,49958
29924,29924
445,445
31118,31118
47688,47688
34711,34711
16163,16163
637,637
13059,13059
2023,2023
19817,19817
23124,23124
24572,24572
7543,7543
31966,31966
42863,42863
32785,32785
6396,6396
13452,13452
48444,48444
3192,3192
21459,21459
28267,28267
36953,36953
11350,11350
15955,15955
35440,35440
20752,20752
19609,19609
21693,21693
26384,26384
10174,10174
22140,22140
10403,10403
44357,44357
38134,38134
12094,12094
19693,19693
4986,4986
46287,46287
40521,40521
49657,49657
