id,value
2669,2669
49015,49015
18838,18838
27096,27096
21227,21227
30981,30981
4992,4992
15832,15832
35228,35228
43168,43168
25385,25385
49710,49710
4019,4019
49203,49203
17457,17457
3311,3311
29838,29838
9072,9072
36599,36599
41661,41661
26021,26021
20698,20698
31984,31984
43244,43244
25795,25795
24521,24521
46628,46628
4690,4690
30552,30552
27605,27605
788,788
15385,15385
11297,11297
23703,23703
46881,46881
8136,8136
38418,38418
11257,11257
37021,37021
14383,14383
44867,44867
41619,41619
17383,17383
46596,46596
11159,11159
8718,8718
24682,24682
3168,3168
33461,33461
10125,10125
12617,12617
36592,36592
33580,33580
3489,3489
18723,18723
22147,22147
12631,12631
9370,9370
2579,2579
19040,19040
14433,14433
9206,9206
39779,39779
20982,20982
13854,13854
17347,17347
2656,2656
7567,7567
17101,17101
37249,37249
22355,22355
44796,44796
5680,5680
5323,5323
30843,30843
9639,9639
23187,23187
18933,18933
45592,45592
9829,9829
32262,32262
17567,17567
23837,23837
38444,38444
36572,36572
6530,6530
4707,4707
34207,34207
15931,15931
26374,26374
15313,15313
44915,44915
10271,10271
27429,27429
33371,33371
15299,15299
25420,25420
31979,31979
1270,1270
31053,31053
44409,44409
28771,28771
40087,40087
22400,22400
4876,4876
24371,24371
47841,47841
42710,42710
8347,8347
5586,5586
42696,42696
38884,38884
20878,20878
14113,14113
7040,7040
27644,27644
41399,41399
5266,5266
22329,22329
42184,42184
13420,13420
23145,23145
8143,8143
23807,23807
39327,39327
38594,38594
30990,30990
7162,7162
11769,11769
23675,23675
45260,45260
16299,16299
21633,21633
38177,38177
31620,31620
44990,44990
24007,24007
10856,10856
40958,40958
15183,15183
898,898
34096,34096
45557,45557
10105,10105
36938,36938
2790,2790
42875,42875
40654,40654
13939,13939
27159,27159
27,27
20338,20338
6167,6167
23232,23232
12928,12928
42960,42960
34576,34576
18123,18123
19224,19224
29245,29245
29153,29153
25231,25231
29183,29183
12565,12565
38024,38024
41747,41747
47858,47858
14551,14551
38736,38736
15533,15533
42047,42047
44478,44478
23243,23243
7975,7975
27901,27901
38101,38101
32700,32700
36542,36542
31233,31233
26337,26337
16413,16413
20312,20312
22895,22895
22600,22600
37419,37419
21076,21076
32606,32606
41686,41686
16185,16185
3583,3583
5388,5388
34919,34919
29579,29579
8898,8898
25404,25404
24853,24853
16373,16373
11840,11840
22749,22749
40444,40444
30986,30986
27613,27613
13638,13638
1612,1612
49160,49160
2696,2696
37169,37169
47830,47830
31516,31516
461,461
19715,19715
19211,19211
30068,30068
31490,31490
