id,value
37600,37600
38592,38592
4078,4078
9310,9310
48786,48786
34328,34328
31813,31813
24182,24182
24445,24445
42483,42483
15079,15079
37447,37447
10652,10652
41095,41095
12457,12457
36991,36991
46618,46618
43134,43134
16809,16809
26015,26015
20174,20174
36225,36225
42324,42324
38715,38715
30511,30511
1773,1773
18003,18003
38006,38006
33021,33021
13505,13505
45266,45266
7616,7616
19467,19467
29240,29240
29861,29861
35792,35792
7148,7148
2794,2794
40303,40303
20825,20825
36176,36176
8889,8889
3157,3157
516,516
13539,13539
19261,19261
49291,49291
4407,4407
991,991
6306,6306
25206,25206
22825,22825
18760,18760
42728,42728
34277,34277
1428,1428
45647,45647
2357,2357
14977,14977
41180,41180
10977,10977
27855,27855
47404,47404
18856,18856
436,436
45672,45672
13582,13582
21416,21416
31266,31266
12970,12970
1921,1921
13105,13105
16220,16220
44858,44858
40438,40438
23401,23401
29670,29670
24059,24059
3975,3975
14375,14375
26546,26546
10065,10065
24358,24358
19773,19773
22835,22835
11194,11194
2851,2851
42604,42604
19088,19088
35436,35436
21650,21650
16457,16457
122,122
38717,38717
18312,18312
25346,25346
44294,44294
39902,39902
31216,31216
8144,8144
10536,10536
40653,40653
28712,28712
18670,18670
46931,46931
21260,21260
47828,47828
13516,13516
9178,9178
40589,40589
2038,2038
11751,11751
2983,2983
30222,30222
35528,35528
35581,35581
32811,32811
43625,43625
29723,29723
43013,43013
44689,44689
37793,37793
48815,48815
36967,36967
38268,38268
6949,6949
8371,8371
8195,8195
15378,15378
5408,5408
29574,29574
26089,26089
6940,6940
22277,22277
13952,13952
31609,31609
29759,29759
39796,39796
24032,24032
21168,21168
38227,38227
22080,22080
34127,34127
38281,38281
12050,12050
30240,30240
33698,33698
27188,27188
24036,24036
18385,18385
23327,23327
37536,37536
31655,31655
37916,37916
42673,42673
19968,19968
2347,2347
18668,18668
26343,26343
47344,47344
7328,7328
4113,4113
38530,38530
17220,17220
29806,29806
1505,1505
25614,25614
23586,23586
40050,40050
10921,10921
6994,6994
9007,9007
12897,12897
4722,4722
47049,47049
8163,8163
19163,19163
40855,40855
2597,2597
13215,13215
36756,36756
5560,5560
46606,46606
16696,16696
10819,10819
48678,48678
29678,29678
49464,49464
34244,34244
25596,25596
11530,11530
44194,44194
9089,9089
46187,46187
27079,27079
23485,23485
33378,33378
13967,13967
38248,38248
39357,39357
31520,31520
42026,42026
18822,18822
7970,7970
14691,14691
48394,48394
46767,46767
46448,46448
33969,33969
25682,25682
26976,26976
31081,31081
40191,40191
33342,33342
35281,35281
26630,26630
20474,20474
5370,5370
37067,37067
18736,18736
11925,11925
31748,31748
3679,3679
43744,43744
28042,28042
36510,36510
21100,21100
21998,21998
26347,26347
2419,2419
13345,13345
41240,41240
41999,41999
21036,21036
10569,10569
39154,39154
28099,28099
21308,21308
2792,2792
49594,49594
38209,38209
1789,1789
1081,1081
9969,9969
2480,2480
43901,43901
11409,11409
37319,37319
20380,20380
5537,5537
49151,49151
37026,37026
20346,20346
7648,7648
37958,37958
3265,3265
26244,26244
26809,26809
1311,1311
1909,1909
49862,49862
29530,29530
42070,42070
7620,7620
1687,1687
28265,28265
1572,1572
23764,23764
30514,30514
1218,1218
5047,5047
17480,17480
20375,20375
11575,11575
2114,2114
15207,15207
11645,11645
7226,7226
1004,1004
19921,19921
8400,8400
15245,15245
17828,17828
48282,48282
12334,12334
16358,16358
33936,33936
30146,30146
3875,3875
548,548
36621,36621
33071,33071
5217,5217
36370,36370
17896,17896
16749,16749
27668,27668
39370,39370
1422,1422
21792,21792
41995,41995
29380,29380
44054,44054
15179,15179
16343,16343
13767,13767
49433,49433
39582,39582
4540,4540
41755,41755
15909,15909
16513,16513
26018,26018
21338,21338
39520,39520
26636,26636
11865,11865
36758,36758
41470,41470
34826,34826
44086,44086
46578,46578
44745,44745
32876,32876
9935,9935
43636,43636
47443,47443
556,556
40761,40761
24584,24584
3795,3795
27593,27593
40784,40784
20178,20178
43325,43325
35794,35794
39863,39863
25333,25333
28605,28605
46349,46349
9071,9071
30966,30966
17813,17813
36989,36989
26668,26668
48509,48509
6250,6250
27117,27117
23040,23040
29557,29557
41372,41372
39137,39137
25081,25081
47534,47534
11882,11882
43825,43825
18341,18341
40226,40226
1488,1488
30828,30828
10014,10014
20775,20775
5668,5668
27051,27051
16419,16419
18974,18974
15075,15075
22712,22712
45775,45775
2683,2683
2765,2765
47787,47787
45853,45853
4736,4736
32379,32379
40060,40060
18743,18743
458,458
35334,35334
18714,18714
30139,30139
16771,16771
43486,43486
17453,17453
22476,22476
10040,10040
5305,5305
3110,3110
38114,38114
24092,24092
49421,49421
36560,36560
35881,35881
9422,9422
45211,45211
16767,16767
39278,39278
44467,44467
5791,5791
44722,44722
1372,1372
31883,31883
12222,12222
23649,23649
21121,21121
32210,32210
47053,47053
34522,34522
13238,13238
4817,4817
14978,14978
33134,33134
13382,13382
44264,44264
6604,6604
46658,46658
30646,30646
47122,47122
16130,16130
20392,20392
36655,36655
19281,19281
48522,48522
27138,27138
45630,45630
1427,1427
25307,25307
30644,30644
47027,47027
30382,30382
2729,2729
4175,4175
34236,34236
30984,30984
45815,45815
47871,47871
32920,32920
18827,18827
36379,36379
31526,31526
22621,22621
42961,42961
30297,30297
24095,24095
47316,47316
31994,31994
39244,39244
43329,43329
21484,21484
31155,31155
296,296
1363,1363
2379,2379
19127,19127
12831,12831
6523,6523
4723,4723
47859,47859
10553,10553
29295,29295
7694,7694
