id,value
34279,34279
28030,28030
44134,44134
20571,20571
13675,13675
13487,13487
47456,47456
39092,39092
8584,8584
21777,21777
8056,8056
43185,43185
19619,19619
1118,1118
7476,7476
32266,32266
11246,11246
8460,8460
23663,23663
10789,10789
14009,14009
20611,20611
49944,49944
24497,24497
48159,48159
23638,23638
49822,49822
26737,26737
36508,36508
44507,44507
38873,38873
17554,17554
12496,12496
29831,29831
13037,13037
43251,43251
10035,10035
46673,46673
33498,33498
38178,38178
14633,14633
43275,43275
47083,47083
26394,26394
21111,21111
251,251
49198,49198
39127,39127
27374,27374
35705,35705
4070,4070
42017,42017
3031,3031
667,667
39341,39341
44608,44608
43692,43692
30196,30196
26117,26117
16891,16891
1642,1642
16555,16555
32096,32096
16975,16975
31109,31109
13586,13586
30745,30745
42437,42437
1521,1521
31557,31557
8878,8878
14290,14290
14237,14237
45993,45993
28785,28785
19928,19928
46474,46474
8411,8411
16992,16992
29312,29312
9868,9868
28962,28962
18440,18440
13716,13716
8729,8729
11252,11252
22824,22824
31750,31750
37117,37117
46226,46226
29594,29594
18897,18897
15180,15180
18986,18986
2555,2555
10562,10562
6478,6478
28811,28811
5595,5595
4094,4094
4273,4273
29769,29769
31438,31438
22990,22990
38077,38077
47364,47364
13691,13691
10138,10138
28741,28741
45626,45626
13633,13633
13557,13557
32992,32992
40844,40844
33300,33300
20313,20313
33676,33676
26879,26879
22878,22878
48878,48878
47956,47956
23288,23288
10915,10915
20223,20223
43046,43046
1743,1743
18157,18157
17244,17244
42358,42358
27876,27876
31277,31277
22949,22949
16022,16022
1407,1407
40712,40712
13116,13116
48271,48271
22321,22321
45014,45014
33321,33321
2526,2526
3740,3740
12149,12149
44552,44552
39768,39768
38980,38980
44501,44501
12693,12693
35215,35215
29651,29651
5031,5031
21039,21039
40839,40839
47585,47585
20648,20648
40008,40008
6930,6930
37610,37610
11547,11547
1880,1880
24470,24470
26993,26993
450,450
32517,32517
29657,29657
29097,29097
29193,29193
27466,27466
1301,1301
19966,19966
30923,30923
36415,36415
41972,41972
29426,29426
29656,29656
45587,45587
33616,33616
30473,30473
29329,29329
29538,29538
22105,22105
6516,6516
45130,45130
4475,4475
47796,47796
43511,43511
15102,15102
35928,35928
42676,42676
30112,30112
12403,12403
28786,28786
31827,31827
6509,6509
8970,8970
29944,29944
21936,21936
6531,6531
12116,12116
9074,9074
7704,7704
34893,34893
38325,38325
37857,37857
40193,40193
32599,32599
34944,34944
8343,8343
3803,3803
36294,36294
9476,9476
16774,16774
11966,11966
16874,16874
45689,45689
14851,14851
21546,21546
10317,10317
13518,13518
3291,3291
702,702
25217,25217
13662,13662
2140,2140
33754,33754
31057,31057
13833,13833
47497,47497
22315,22315
36006,36006
27888,27888
38642,38642
14047,14047
35938,35938
47126,47126
31963,31963
34941,34941
47160,47160
12392,12392
17981,17981
47574,47574
27944,27944
30968,30968
39671,39671
34676,34676
22786,22786
31891,31891
28508,28508
21557,21557
29561,29561
1125,1125
27723,27723
6961,6961
40434,40434
12830,12830
48528,48528
18294,18294
6336,6336
21732,21732
18583,18583
48039,48039
19836,19836
40163,40163
34040,34040
47598,47598
42939,42939
22244,22244
41822,41822
49897,49897
24,24
360,360
38568,38568
49554,49554
18230,18230
42986,42986
13366,13366
23897,23897
28787,28787
10281,10281
29637,29637
49595,49595
7480,7480
9350,9350
28103,28103
33935,33935
15369,15369
33322,33322
29716,29716
46969,46969
31076,31076
26016,26016
31401,31401
17742,17742
47651,47651
10237,10237
28465,28465
5587,5587
36986,36986
29468,29468
40171,40171
5888,5888
19886,19886
12463,12463
21501,21501
23938,23938
33879,33879
39547,39547
5905,5905
48079,48079
9113,9113
18621,18621
8705,8705
43528,43528
23626,23626
40870,40870
3876,3876
46965,46965
19238,19238
25818,25818
30634,30634
18725,18725
48476,48476
33841,33841
38022,38022
19783,19783
36123,36123
28754,28754
38584,38584
9702,9702
8590,8590
17841,17841
49712,49712
7312,7312
8229,8229
15903,15903
2420,2420
42344,42344
37234,37234
14501,14501
18021,18021
35385,35385
42565,42565
26435,26435
38016,38016
7278,7278
45881,45881
28090,28090
14415,14415
11660,11660
5233,5233
36174,36174
42236,42236
5697,5697
29903,29903
44494,44494
6165,6165
32523,32523
27368,27368
2750,2750
39255,39255
24465,24465
11462,11462
39060,39060
6982,6982
47762,47762
25559,25559
39800,39800
43236,43236
15360,15360
44542,44542
33696,33696
28851,28851
34767,34767
22170,22170
6588,6588
8775,8775
36148,36148
36738,36738
11455,11455
31667,31667
6160,6160
15627,15627
7347,7347
30230,30230
31734,31734
39105,39105
9940,9940
43354,43354
38823,38823
14030,14030
27479,27479
13111,13111
12355,12355
31643,31643
40551,40551
36044,36044
34804,34804
12228,12228
44051,44051
38802,38802
48300,48300
2036,2036
22721,22721
2322,2322
49931,49931
2753,2753
7647,7647
16112,16112
7768,7768
22500,22500
44310,44310
1574,1574
42945,42945
24836,24836
37659,37659
15585,15585
38175,38175
47697,47697
18637,18637
10987,10987
13615,13615
38609,38609
32918,32918
3019,3019
32841,32841
33628,33628
25540,25540
48123,48123
22829,22829
44171,44171
17587,17587
44623,44623
26442,26442
33854,33854
44462,44462
20124,20124
16787,16787
10699,10699
33186,33186
40888,40888
26151,26151
2312,2312
21569,21569
39168,39168
25212,25212
11775,11775
7751,7751
48207,48207
5660,5660
6722,6722
43367,43367
27372,27372
42186,42186
42924,42924
24309,24309
11754,11754
13253,13253
14794,14794
7116,7116
1908,1908
41065,41065
37159,37159
28389,28389
18309,18309
26263,26263
35570,35570
37585,37585
46805,46805
20509,20509
38608,38608
31281,31281
32685,32685
38914,38914
7935,7935
7274,7274
36598,36598
28856,28856
28839,28839
47001,47001
42306,42306
42308,42308
3730,3730
42749,42749
23221,23221
18017,18017
12519,12519
34565,34565
27522,27522
20350,20350
40299,40299
6016,6016
49791,49791
43772,43772
36240,36240
33951,33951
15362,15362
46856,46856
48165,48165
9461,9461
742,742
33395,33395
49722,49722
6285,6285
21131,21131
31468,31468
25821,25821
18899,18899
19899,19899
28606,28606
8504,8504
23727,23727
227,227
38820,38820
32783,32783
42321,42321
7082,7082
30525,30525
42783,42783
14747,14747
37608,37608
46142,46142
31139,31139
605,605
39097,39097
14477,14477
7798,7798
32551,32551
35141,35141
21152,21152
25194,25194
19230,19230
13809,13809
49113,49113
31710,31710
47192,47192
40943,40943
4676,4676
42246,42246
30521,30521
8162,8162
158,158
36426,36426
41466,41466
39450,39450
11365,11365
17129,17129
10769,10769
40996,40996
38963,38963
37997,37997
245,245
25814,25814
13413,13413
21436,21436
41379,41379
44828,44828
16320,16320
9230,9230
18574,18574
3836,3836
25520,25520
26628,26628
11087,11087
39326,39326
13468,13468
8341,8341
720,720
32815,32815
38318,38318
4960,4960
35739,35739
34245,34245
44376,44376
39531,39531
14281,14281
49607,49607
23085,23085
11380,11380
40715,40715
1871,1871
14578,14578
29641,29641
30441,30441
2088,2088
41771,41771
33464,33464
34555,34555
19339,19339
6554,6554
43756,43756
22453,22453
31302,31302
9069,9069
23487,23487
14963,14963
27410,27410
25361,25361
39683,39683
16184,16184
17581,17581
29182,29182
7930,7930
1080,1080
32119,32119
5399,5399
3819,3819
38389,38389
44929,44929
36008,36008
16392,16392
6368,6368
25981,25981
44242,44242
27483,27483
47870,47870
46691,46691
34836,34836
31086,31086
20534,20534
32184,32184
44609,44609
624,624
39409,39409
42781,42781
45319,45319
36424,36424
2176,2176
11836,11836
41732,41732
24099,24099
34335,34335
20257,20257
20782,20782
279,279
14013,14013
10011,10011
4687,4687
29605,29605
46350,46350
49452,49452
28966,28966
7456,7456
26085,26085
20912,20912
15529,15529
15173,15173
11862,11862
31623,31623
41005,41005
34875,34875
36614,36614
17560,17560
24269,24269
35078,35078
3680,3680
15056,15056
16586,16586
5894,5894
1135,1135
16305,16305
45813,45813
27910,27910
19160,19160
37083,37083
32193,32193
39149,39149
29184,29184
6920,6920
15209,15209
42000,42000
11111,11111
30601,30601
17512,17512
25966,25966
18269,18269
35769,35769
4688,4688
31506,31506
39900,39900
6141,6141
19004,19004
18289,18289
29168,29168
49597,49597
8582,8582
48608,48608
408,408
20938,20938
3880,3880
43237,43237
20863,20863
34014,34014
17532,17532
15341,15341
11871,11871
24554,24554
25356,25356
12663,12663
37056,37056
45793,45793
16617,16617
24887,24887
45724,45724
42098,42098
44865,44865
17422,17422
30558,30558
43154,43154
7240,7240
10919,10919
39214,39214
17150,17150
30700,30700
37163,37163
15698,15698
32050,32050
39723,39723
5994,5994
36521,36521
41883,41883
3186,3186
42471,42471
4386,4386
32116,32116
37737,37737
30797,30797
36551,36551
46785,46785
43931,43931
7075,7075
45109,45109
11321,11321
30597,30597
16867,16867
14696,14696
26528,26528
6802,6802
38989,38989
15441,15441
35558,35558
32110,32110
34514,34514
18420,18420
42187,42187
36763,36763
13762,13762
29616,29616
1186,1186
44567,44567
25580,25580
2674,2674
49837,49837
6548,6548
15286,15286
21666,21666
2197,2197
6595,6595
34165,34165
22624,22624
33187,33187
28919,28919
46464,46464
35632,35632
14243,14243
28417,28417
30182,30182
8997,8997
45197,45197
34920,34920
25749,25749
13786,13786
48008,48008
43923,43923
12174,12174
15373,15373
28487,28487
7701,7701
31693,31693
36456,36456
14899,14899
46530,46530
28186,28186
31487,31487
21774,21774
4041,4041
27912,27912
32956,32956
6463,6463
6356,6356
34205,34205
43661,43661
28083,28083
32242,32242
3085,3085
3198,3198
9243,9243
1179,1179
37282,37282
44881,44881
47199,47199
21455,21455
35863,35863
1523,1523
14414,14414
41357,41357
28134,28134
9589,9589
26984,26984
24622,24622
37013,37013
30704,30704
42513,42513
40033,40033
1912,1912
33990,33990
44730,44730
10449,10449
34077,34077
32655,32655
22988,22988
37391,37391
32669,32669
27381,27381
29782,29782
9662,9662
5072,5072
38840,38840
11878,11878
884,884
27676,27676
44674,44674
43529,43529
34019,34019
23354,23354
11400,11400
45701,45701
12997,12997
25675,25675
26975,26975
43943,43943
35948,35948
26785,26785
34682,34682
42362,42362
39372,39372
28319,28319
42585,42585
47151,47151
31364,31364
42058,42058
33797,33797
27973,27973
27663,27663
11056,11056
48117,48117
26701,26701
20799,20799
16768,16768
42185,42185
17961,17961
25102,25102
14086,14086
47654,47654
5573,5573
26250,26250
24257,24257
27108,27108
36319,36319
1893,1893
39512,39512
8834,8834
18612,18612
9610,9610
310,310
32594,32594
15933,15933
30834,30834
7989,7989
9446,9446
15850,15850
12760,12760
17059,17059
46279,46279
49396,49396
34363,34363
29125,29125
46716,46716
12293,12293
43624,43624
49,49
17495,17495
2482,2482
21445,21445
