id,value
34233,34233
4416,4416
19350,19350
31594,31594
23513,23513
2831,2831
6400,6400
10937,10937
26476,26476
27380,27380
32132,32132
38635,38635
19465,19465
42465,42465
46449,46449
3844,3844
12150,12150
3995,3995
44246,44246
10615,10615
8129,8129
16680,16680
22179,22179
11193,11193
44052,44052
34164,34164
23091,23091
14109,14109
13984,13984
13530,13530
10499,10499
18991,18991
41862,41862
19471,19471
18304,18304
19069,19069
32731,32731
20996,20996
28085,28085
49809,49809
12711,12711
6416,6416
3339,3339
46541,46541
36941,36941
49247,49247
9125,9125
45842,45842
5052,5052
1306,1306
10518,10518
27110,27110
29591,29591
46897,46897
42094,42094
16227,16227
25279,25279
30569,30569
20829,20829
10073,10073
33540,33540
20434,20434
24184,24184
18084,18084
10859,10859
11191,11191
40048,40048
17120,17120
41381,41381
8532,8532
4356,4356
2626,2626
8386,8386
42195,42195
9644,9644
11810,11810
41691,41691
11463,11463
43100,43100
11686,11686
26935,26935
47108,47108
5640,5640
36532,36532
304,304
9387,9387
13932,13932
20452,20452
18344,18344
11746,11746
48166,48166
35133,35133
11465,11465
38491,38491
4982,4982
31986,31986
13845,13845
4919,4919
12959,12959
38233,38233
20555,20555
17386,17386
4130,4130
40513,40513
25509,25509
33807,33807
31826,31826
17105,17105
7710,7710
27112,27112
33268,33268
26249,26249
12032,12032
7243,7243
38264,38264
15500,15500
37892,37892
15230,15230
22217,22217
33900,33900
49320,49320
21286,21286
19577,19577
3448,3448
13817,13817
5414,5414
10416,10416
26452,26452
29016,29016
5431,5431
48547,48547
5417,5417
31028,31028
36243,36243
48712,48712
31047,31047
8508,8508
12841,12841
39997,39997
13243,13243
33443,33443
48602,48602
6188,6188
16492,16492
38482,38482
32797,32797
18058,18058
24999,24999
42118,42118
34582,34582
28483,28483
19833,19833
48589,48589
6903,6903
7358,7358
37811,37811
27021,27021
44308,44308
14117,14117
43826,43826
29519,29519
27045,27045
29929,29929
22941,22941
28462,28462
12022,12022
10326,10326
45394,45394
38236,38236
44638,44638
45325,45325
12282,12282
38938,38938
29877,29877
25678,25678
6647,6647
9137,9137
4936,4936
2458,2458
18901,18901
2238,2238
10616,10616
6004,6004
32207,32207
49810,49810
47631,47631
38867,38867
9670,9670
48919,48919
11199,11199
17985,17985
21669,21669
169,169
44888,44888
24069,24069
42640,42640
40314,40314
5582,5582
42852,42852
16707,16707
31899,31899
15995,15995
22787,22787
29513,29513
1793,1793
48025,48025
11841,11841
4382,4382
42995,42995
45970,45970
6454,6454
2028,2028
160,160
30580,30580
15563,15563
48734,48734
41302,41302
21257,21257
29427,29427
6513,6513
992,992
34838,34838
29618,29618
18738,18738
4848,4848
18212,18212
38618,38618
14439,14439
23384,23384
4887,4887
21924,21924
41321,41321
5706,5706
22754,22754
47488,47488
22979,22979
36616,36616
29539,29539
11208,11208
41467,41467
33420,33420
47539,47539
36296,36296
29947,29947
39842,39842
16702,16702
22199,22199
38838,38838
39338,39338
24683,24683
31195,31195
19581,19581
18204,18204
37248,37248
38466,38466
39986,39986
3747,3747
47960,47960
49937,49937
40891,40891
21866,21866
18094,18094
26110,26110
18037,18037
26098,26098
24104,24104
2123,2123
41780,41780
4261,4261
32017,32017
17402,17402
36235,36235
29842,29842
11623,11623
12596,12596
47603,47603
687,687
46973,46973
32707,32707
38698,38698
1184,1184
12465,12465
49397,49397
40834,40834
15071,15071
49650,49650
49384,49384
40254,40254
35081,35081
40307,40307
6003,6003
26841,26841
22310,22310
47704,47704
34331,34331
1059,1059
24872,24872
1666,1666
6896,6896
20420,20420
9366,9366
6355,6355
39242,39242
30652,30652
46100,46100
16887,16887
6890,6890
13576,13576
26329,26329
17794,17794
34432,34432
46636,46636
15221,15221
35148,35148
19070,19070
47898,47898
45247,45247
49024,49024
895,895
2274,2274
49484,49484
40988,40988
21733,21733
23672,23672
8932,8932
49270,49270
23503,23503
27711,27711
11885,11885
6090,6090
6570,6570
29795,29795
21321,21321
24459,24459
11542,11542
40786,40786
38159,38159
19996,19996
28775,28775
29039,29039
35292,35292
44720,44720
17555,17555
19274,19274
5101,5101
40285,40285
15503,15503
38875,38875
22449,22449
13220,13220
18010,18010
36038,36038
49186,49186
8684,8684
6859,6859
18086,18086
25658,25658
16832,16832
1181,1181
17013,17013
37381,37381
33372,33372
19147,19147
14773,14773
24078,24078
10811,10811
3134,3134
11474,11474
45380,45380
18019,18019
39211,39211
32560,32560
4358,4358
33136,33136
39118,39118
29986,29986
44974,44974
24223,24223
23841,23841
44729,44729
14593,14593
1051,1051
49627,49627
11930,11930
33226,33226
46061,46061
9620,9620
46308,46308
14935,14935
42504,42504
44096,44096
1237,1237
18662,18662
2017,2017
25265,25265
42130,42130
29654,29654
3777,3777
17057,17057
26838,26838
10361,10361
10457,10457
18383,18383
28294,28294
6465,6465
24246,24246
15006,15006
19202,19202
8142,8142
14625,14625
36087,36087
21005,21005
25073,25073
15675,15675
15212,15212
21003,21003
17599,17599
10726,10726
47169,47169
46315,46315
49081,49081
26657,26657
25016,25016
23409,23409
43096,43096
25833,25833
39302,39302
17960,17960
12456,12456
39459,39459
34953,34953
26707,26707
49252,49252
3348,3348
17208,17208
4369,4369
43786,43786
14573,14573
35310,35310
36192,36192
21477,21477
8830,8830
15329,15329
29830,29830
7026,7026
15759,15759
33359,33359
40019,40019
1156,1156
18767,18767
6084,6084
38899,38899
47551,47551
23757,23757
44075,44075
2112,2112
21741,21741
19515,19515
4139,4139
8832,8832
32944,32944
491,491
9912,9912
45751,45751
24817,24817
21509,21509
43053,43053
18501,18501
1443,1443
16549,16549
47559,47559
570,570
1840,1840
24394,24394
28567,28567
5312,5312
21753,21753
2551,2551
15496,15496
15262,15262
35639,35639
8576,8576
36670,36670
28891,28891
9700,9700
15741,15741
48217,48217
2248,2248
16940,16940
5545,5545
33827,33827
5597,5597
40082,40082
26858,26858
37511,37511
78,78
35984,35984
14001,14001
42684,42684
22042,22042
6700,6700
7785,7785
42901,42901
46006,46006
15786,15786
9563,9563
45144,45144
47255,47255
11554,11554
39159,39159
49923,49923
476,476
48152,48152
23591,23591
48466,48466
2879,2879
36837,36837
36704,36704
47451,47451
31555,31555
29000,29000
48133,48133
42891,42891
1564,1564
11255,11255
43431,43431
44419,44419
29132,29132
26067,26067
33194,33194
18862,18862
41273,41273
13210,13210
45214,45214
1103,1103
8272,8272
14328,14328
1972,1972
21687,21687
6467,6467
29200,29200
1823,1823
1903,1903
27118,27118
19007,19007
43436,43436
25777,25777
33167,33167
45628,45628
15890,15890
42734,42734
22413,22413
1914,1914
28977,28977
41797,41797
16048,16048
17072,17072
8575,8575
27697,27697
119,119
738,738
44415,44415
33049,33049
11774,11774
47434,47434
20422,20422
10300,10300
49600,49600
39720,39720
19873,19873
13192,13192
17416,17416
15271,15271
17167,17167
40164,40164
7512,7512
16399,16399
35735,35735
11589,11589
11364,11364
37070,37070
5816,5816
35814,35814
24448,24448
28512,28512
39215,39215
36808,36808
29597,29597
35740,35740
24943,24943
16930,16930
23775,23775
34680,34680
29548,29548
18728,18728
30198,30198
19908,19908
46985,46985
18964,18964
34090,34090
5082,5082
38251,38251
39339,39339
36490,36490
32609,32609
19793,19793
43398,43398
27535,27535
7660,7660
30344,30344
31735,31735
24803,24803
1979,1979
18886,18886
37322,37322
6627,6627
16880,16880
16325,16325
17592,17592
38579,38579
44734,44734
21795,21795
31886,31886
30093,30093
32520,32520
13805,13805
38700,38700
33991,33991
29987,29987
33562,33562
44656,44656
12233,12233
23080,23080
2439,2439
23665,23665
20418,20418
31085,31085
11860,11860
8001,8001
37959,37959
28217,28217
31926,31926
33245,33245
49760,49760
28574,28574
49249,49249
49197,49197
2372,2372
23092,23092
37602,37602
44953,44953
30481,30481
2173,2173
31350,31350
9626,9626
43084,43084
41263,41263
4153,4153
5830,5830
25932,25932
25726,25726
1014,1014
14203,14203
31371,31371
47198,47198
9615,9615
18814,18814
2708,2708
7934,7934
43038,43038
2325,2325
36862,36862
45940,45940
43654,43654
35685,35685
40315,40315
18150,18150
39253,39253
35767,35767
24226,24226
22521,22521
10830,10830
26710,26710
30744,30744
18437,18437
21530,21530
36108,36108
42578,42578
41252,41252
20634,20634
9679,9679
33940,33940
22206,22206
47803,47803
25890,25890
34025,34025
20255,20255
14232,14232
27052,27052
33606,33606
28556,28556
31499,31499
14626,14626
47769,47769
10568,10568
11222,11222
27558,27558
4292,4292
45396,45396
13857,13857
33876,33876
34990,34990
46096,46096
3681,3681
36239,36239
18373,18373
10896,10896
9302,9302
44810,44810
25335,25335
25225,25225
27670,27670
39155,39155
33089,33089
10003,10003
42458,42458
49869,49869
8201,8201
1320,1320
19894,19894
21482,21482
37923,37923
39194,39194
12877,12877
26548,26548
13255,13255
36702,36702
35487,35487
4526,4526
2544,2544
21000,21000
25670,25670
36312,36312
24849,24849
26563,26563
37643,37643
29497,29497
42656,42656
14456,14456
39820,39820
529,529
44175,44175
47437,47437
46738,46738
18489,18489
16075,16075
8512,8512
33413,33413
33233,33233
1034,1034
12357,12357
37329,37329
49000,49000
30376,30376
24833,24833
14125,14125
6838,6838
45519,45519
14569,14569
11708,11708
6618,6618
35297,35297
23255,23255
15654,15654
24079,24079
25820,25820
27564,27564
29474,29474
19848,19848
40080,40080
32056,32056
22924,22924
28177,28177
16548,16548
37367,37367
13583,13583
34832,34832
12120,12120
22628,22628
36708,36708
49159,49159
2705,2705
26185,26185
19307,19307
40114,40114
6657,6657
7131,7131
25661,25661
21576,21576
30541,30541
12687,12687
22542,22542
30018,30018
42244,42244
17797,17797
45764,45764
1479,1479
35377,35377
23796,23796
355,355
42672,42672
49705,49705
46134,46134
960,960
27995,27995
11284,11284
9625,9625
28475,28475
19028,19028
14875,14875
2223,2223
14842,14842
24520,24520
10045,10045
3359,3359
38366,38366
39248,39248
9235,9235
28571,28571
6529,6529
38651,38651
13791,13791
45905,45905
39790,39790
33851,33851
32332,32332
11435,11435
1258,1258
32067,32067
21277,21277
23303,23303
14937,14937
15633,15633
21183,21183
48798,48798
25110,25110
49546,49546
1558,1558
24364,24364
34198,34198
16347,16347
18382,18382
44212,44212
4787,4787
31244,31244
30107,30107
19744,19744
2666,2666
20103,20103
49391,49391
12516,12516
40876,40876
21637,21637
16627,16627
3238,3238
14159,14159
1504,1504
30686,30686
43811,43811
28940,28940
27612,27612
16575,16575
20030,20030
9268,9268
49404,49404
47139,47139
23894,23894
45316,45316
34926,34926
29746,29746
19906,19906
303,303
13735,13735
26261,26261
41921,41921
34333,34333
28840,28840
16972,16972
35176,35176
47951,47951
36519,36519
38273,38273
8500,8500
4159,4159
45895,45895
49220,49220
30029,30029
15825,15825
12809,12809
8844,8844
41278,41278
8140,8140
22821,22821
44575,44575
6762,6762
11615,11615
45884,45884
9782,9782
22539,22539
14112,14112
24220,24220
30091,30091
1337,1337
39041,39041
27562,27562
37122,37122
4858,4858
49443,49443
15519,15519
15701,15701
39727,39727
27744,27744
19016,19016
41688,41688
4991,4991
35395,35395
18837,18837
40295,40295
14285,14285
15269,15269
2734,2734
47195,47195
26522,26522
19561,19561
35088,35088
11085,11085
44490,44490
41382,41382
41255,41255
28345,28345
43564,43564
1492,1492
39553,39553
46899,46899
43976,43976
22362,22362
38139,38139
34757,34757
43886,43886
10202,10202
47548,47548
8816,8816
24919,24919
33744,33744
11268,11268
27822,27822
10879,10879
22911,22911
30767,30767
17046,17046
24245,24245
44003,44003
452,452
4655,4655
8204,8204
7008,7008
48118,48118
17873,17873
15103,15103
23162,23162
7434,7434
11680,11680
33833,33833
45139,45139
28697,28697
5857,5857
45480,45480
49904,49904
35447,35447
7510,7510
8014,8014
12926,12926
25174,25174
41225,41225
9500,9500
27266,27266
6044,6044
23397,23397
25251,25251
36014,36014
37146,37146
40825,40825
43160,43160
10768,10768
35818,35818
17609,17609
1514,1514
47909,47909
47729,47729
49394,49394
52105,52105
81783,81783
78241,78241
95758,95758
79509,79509
91234,91234
58522,58522
58826,58826
56195,56195
59136,59136
63555,63555
92059,92059
67780,67780
90659,90659
61310,61310
58062,58062
87679,87679
93545,93545
81789,81789
93954,93954
90603,90603
89911,89911
72274,72274
72491,72491
63481,63481
60356,60356
56705,56705
64098,64098
76425,76425
63678,63678
74276,74276
67225,67225
75108,75108
98768,98768
69225,69225
91389,91389
86275,86275
57594,57594
89483,89483
55424,55424
72830,72830
66106,66106
55262,55262
62640,62640
56258,56258
80310,80310
86051,86051
89706,89706
79461,79461
72089,72089
73887,73887
68164,68164
71538,71538
98220,98220
94945,94945
68280,68280
89071,89071
83871,83871
99872,99872
82112,82112
77799,77799
81607,81607
69431,69431
90305,90305
97263,97263
50794,50794
73944,73944
80698,80698
66421,66421
62691,62691
51260,51260
52990,52990
82647,82647
53878,53878
72648,72648
97773,97773
62695,62695
62475,62475
84983,84983
71101,71101
76760,76760
50083,50083
52244,52244
59484,59484
67371,67371
66431,66431
67134,67134
53074,53074
59248,59248
75560,75560
92008,92008
61275,61275
75959,75959
91779,91779
50161,50161
54038,54038
67102,67102
59249,59249
98038,98038
86535,86535
81377,81377
92380,92380
53919,53919
91306,91306
90444,90444
90528,90528
92431,92431
60773,60773
69138,69138
52805,52805
85906,85906
57942,57942
87051,87051
97018,97018
58255,58255
67722,67722
58948,58948
71197,71197
62023,62023
78390,78390
75268,75268
74850,74850
86793,86793
89658,89658
75568,75568
95425,95425
74163,74163
78798,78798
82968,82968
83370,83370
77111,77111
85081,85081
92305,92305
73956,73956
97579,97579
74919,74919
56340,56340
59109,59109
85070,85070
68681,68681
98755,98755
73014,73014
54294,54294
95117,95117
73590,73590
54336,54336
74242,74242
98604,98604
81352,81352
74915,74915
98871,98871
59521,59521
78857,78857
86265,86265
67288,67288
68945,68945
65712,65712
72544,72544
58830,58830
61485,61485
73108,73108
77340,77340
68008,68008
51497,51497
53927,53927
55255,55255
53600,53600
60521,60521
56207,56207
56627,56627
78652,78652
87294,87294
92466,92466
97832,97832
57754,57754
52950,52950
93504,93504
95377,95377
50549,50549
57625,57625
90455,90455
96205,96205
51470,51470
