id,value
47620,47620
41825,41825
28209,28209
43402,43402
5859,5859
29621,29621
8018,8018
49876,49876
31478,31478
27268,27268
11420,11420
27682,27682
13533,13533
33652,33652
28197,28197
1402,1402
9044,9044
32580,32580
20040,20040
23074,23074
4176,4176
29043,29043
49406,49406
48948,48948
38275,38275
17601,17601
15285,15285
22766,22766
49938,49938
14187,14187
5829,5829
48470,48470
43166,43166
42271,42271
31906,31906
20209,20209
25148,25148
3242,3242
49359,49359
46364,46364
45372,45372
48749,48749
48454,48454
22785,22785
16336,16336
31294,31294
24332,24332
19694,19694
33748,33748
1038,1038
47543,47543
47454,47454
32616,32616
13107,13107
19482,19482
49969,49969
47423,47423
37193,37193
16269,16269
10667,10667
22613,22613
38320,38320
45434,45434
4894,4894
672,672
39498,39498
35351,35351
13023,13023
4210,4210
8768,8768
22943,22943
48484,48484
12343,12343
48130,48130
1699,1699
1149,1149
49368,49368
38470,38470
23295,23295
16983,16983
26936,26936
17435,17435
19682,19682
14712,14712
7909,7909
29415,29415
49337,49337
44067,44067
39219,39219
32203,32203
3358,3358
45726,45726
23200,23200
32092,32092
174,174
11419,11419
27920,27920
35910,35910
16366,16366
49283,49283
1694,1694
14278,14278
30901,30901
27941,27941
45946,45946
26708,26708
38392,38392
9474,9474
47223,47223
44301,44301
23236,23236
39865,39865
29483,29483
36054,36054
45218,45218
35930,35930
22550,22550
13362,13362
35562,35562
19820,19820
31895,31895
33502,33502
48270,48270
21016,21016
42982,42982
46338,46338
10267,10267
6390,6390
20492,20492
5446,5446
979,979
31192,31192
33771,33771
7304,7304
10589,10589
6473,6473
43188,43188
36478,36478
9633,9633
25571,25571
35862,35862
36406,36406
4694,4694
21327,21327
30951,30951
21684,21684
31577,31577
45618,45618
25630,25630
18098,18098
36538,36538
19954,19954
41704,41704
1863,1863
35512,35512
20622,20622
42053,42053
19264,19264
36362,36362
43500,43500
21428,21428
48695,48695
37050,37050
37949,37949
20744,20744
40151,40151
13564,13564
13775,13775
15082,15082
13173,13173
31648,31648
27586,27586
29213,29213
2506,2506
20028,20028
35911,35911
29859,29859
25775,25775
20880,20880
15418,15418
43263,43263
39078,39078
48691,48691
44919,44919
44733,44733
19030,19030
5447,5447
39422,39422
29999,29999
49223,49223
28750,28750
20714,20714
31054,31054
18039,18039
14014,14014
1647,1647
7520,7520
16851,16851
20142,20142
23686,23686
12491,12491
20889,20889
7143,7143
37724,37724
7363,7363
37286,37286
1312,1312
10151,10151
15427,15427
15992,15992
12423,12423
16578,16578
28793,28793
14738,14738
6232,6232
21350,21350
19915,19915
45136,45136
7610,7610
43297,43297
1553,1553
8082,8082
45648,45648
35195,35195
13771,13771
45431,45431
39970,39970
29135,29135
30728,30728
13146,13146
34349,34349
45006,45006
1820,1820
41408,41408
37851,37851
17005,17005
26598,26598
24065,24065
27787,27787
28692,28692
36301,36301
38709,38709
8710,8710
33266,33266
5337,5337
46852,46852
43623,43623
14085,14085
241,241
31375,31375
31873,31873
34708,34708
34599,34599
46217,46217
46262,46262
13943,13943
10946,10946
13648,13648
26783,26783
11797,11797
46267,46267
2468,2468
11011,11011
44077,44077
41503,41503
40459,40459
24656,24656
44922,44922
35646,35646
23926,23926
2709,2709
22406,22406
729,729
24123,24123
8724,8724
12368,12368
8636,8636
39081,39081
18642,18642
27116,27116
35645,35645
31803,31803
12415,12415
32076,32076
46127,46127
26234,26234
2191,2191
45499,45499
47579,47579
34608,34608
49237,49237
26597,26597
13008,13008
14212,14212
40355,40355
2736,2736
7857,7857
981,981
18579,18579
38598,38598
36664,36664
14351,14351
31780,31780
2528,2528
34752,34752
17836,17836
29194,29194
42599,42599
14294,14294
10157,10157
17126,17126
22937,22937
22443,22443
312,312
40556,40556
21561,21561
519,519
39611,39611
26030,26030
15803,15803
47799,47799
41284,41284
44050,44050
31351,31351
42369,42369
13158,13158
39131,39131
38572,38572
23109,23109
21902,21902
18502,18502
36732,36732
17188,17188
44838,44838
45381,45381
37221,37221
12782,12782
9823,9823
22843,22843
5492,5492
38855,38855
5137,5137
11006,11006
13808,13808
47402,47402
5409,5409
37310,37310
7693,7693
20166,20166
20939,20939
6050,6050
25345,25345
11715,11715
16403,16403
8606,8606
25641,25641
33455,33455
22609,22609
5923,5923
26231,26231
11229,11229
4893,4893
8857,8857
30887,30887
17032,17032
12152,12152
24555,24555
11528,11528
41037,41037
30501,30501
790,790
12679,12679
8496,8496
12442,12442
38998,38998
2160,2160
14064,14064
48642,48642
44825,44825
41107,41107
17911,17911
41195,41195
41524,41524
339,339
25589,25589
20905,20905
41034,41034
12153,12153
1637,1637
21411,21411
3716,3716
21465,21465
32275,32275
22543,22543
36357,36357
48544,48544
47098,47098
29320,29320
49992,49992
13746,13746
48890,48890
19125,19125
45873,45873
43795,43795
13625,13625
25914,25914
30137,30137
35362,35362
6030,6030
35229,35229
28822,28822
49638,49638
11149,11149
30340,30340
43713,43713
8156,8156
44665,44665
40770,40770
10731,10731
45848,45848
4426,4426
22664,22664
23478,23478
43255,43255
22392,22392
3271,3271
21491,21491
29871,29871
37620,37620
7607,7607
22178,22178
3202,3202
43837,43837
27453,27453
22015,22015
46817,46817
9276,9276
27962,27962
24383,24383
17721,17721
10985,10985
6386,6386
13321,13321
47721,47721
19950,19950
14886,14886
2071,2071
27690,27690
28927,28927
15593,15593
2342,2342
29834,29834
15711,15711
18955,18955
22004,22004
43454,43454
32588,32588
22816,22816
29402,29402
43034,43034
18474,18474
5391,5391
5672,5672
39096,39096
31816,31816
14692,14692
9103,9103
571,571
19084,19084
1231,1231
831,831
48368,48368
8098,8098
37780,37780
39556,39556
6952,6952
10492,10492
39179,39179
30656,30656
31815,31815
1350,1350
234,234
41013,41013
46255,46255
2210,2210
41312,41312
48341,48341
4996,4996
18399,18399
34399,34399
49939,49939
38548,38548
30013,30013
8135,8135
20753,20753
48026,48026
10219,10219
26292,26292
47532,47532
36056,36056
16741,16741
1727,1727
42936,42936
3968,3968
39809,39809
39112,39112
35321,35321
45449,45449
45008,45008
2549,2549
6784,6784
15692,15692
28570,28570
3628,3628
34917,34917
7421,7421
44201,44201
10342,10342
21159,21159
35355,35355
36648,36648
43655,43655
24375,24375
7780,7780
41414,41414
45304,45304
32411,32411
48222,48222
36395,36395
18389,18389
22465,22465
30234,30234
41681,41681
2654,2654
18673,18673
19123,19123
13909,13909
8423,8423
53,53
24984,24984
27778,27778
34862,34862
30734,30734
17463,17463
9198,9198
33094,33094
11008,11008
25858,25858
41079,41079
39017,39017
27099,27099
7669,7669
381,381
18707,18707
33403,33403
13862,13862
33763,33763
24616,24616
28344,28344
21534,21534
17529,17529
17294,17294
20620,20620
34254,34254
24844,24844
29407,29407
48422,48422
30162,30162
12001,12001
15730,15730
19365,19365
41199,41199
31454,31454
19493,19493
21164,21164
20739,20739
31981,31981
11877,11877
6,6
18706,18706
34797,34797
36331,36331
8733,8733
36543,36543
33776,33776
10628,10628
40108,40108
22547,22547
58,58
42669,42669
49329,49329
48700,48700
11741,11741
18847,18847
36283,36283
14223,14223
18504,18504
23490,23490
11052,11052
44995,44995
49644,49644
11354,11354
15063,15063
36464,36464
42808,42808
25051,25051
25005,25005
11848,11848
15177,15177
19337,19337
44223,44223
16132,16132
30075,30075
4609,4609
28253,28253
44645,44645
16720,16720
12929,12929
46460,46460
1790,1790
40787,40787
8863,8863
40728,40728
12462,12462
6226,6226
43783,43783
8617,8617
19301,19301
11659,11659
29332,29332
48041,48041
47767,47767
13078,13078
48357,48357
34831,34831
41775,41775
15474,15474
9843,9843
43846,43846
30623,30623
29244,29244
30332,30332
35312,35312
49696,49696
16655,16655
27659,27659
6263,6263
40023,40023
39039,39039
28477,28477
29541,29541
7787,7787
36933,36933
49036,49036
13012,13012
49766,49766
17754,17754
23575,23575
41676,41676
26068,26068
23151,23151
32976,32976
4813,4813
22045,22045
32460,32460
34538,34538
9501,9501
18337,18337
47136,47136
7979,7979
47726,47726
14302,14302
4861,4861
11245,11245
1706,1706
44015,44015
3984,3984
5371,5371
34030,34030
26965,26965
35441,35441
24748,24748
46057,46057
7239,7239
23412,23412
39114,39114
36872,36872
38254,38254
20477,20477
16357,16357
18683,18683
18044,18044
24945,24945
22702,22702
30322,30322
7896,7896
7005,7005
17748,17748
29882,29882
6501,6501
11198,11198
618,618
32620,32620
1197,1197
43482,43482
3124,3124
7303,7303
2470,2470
11864,11864
33796,33796
46671,46671
25736,25736
19835,19835
20056,20056
46819,46819
19402,19402
9896,9896
49380,49380
9564,9564
37605,37605
8094,8094
28464,28464
8965,8965
32325,32325
2774,2774
42625,42625
38025,38025
27727,27727
28886,28886
821,821
38757,38757
32170,32170
10555,10555
15797,15797
15018,15018
12348,12348
43592,43592
46250,46250
12453,12453
22260,22260
27174,27174
19689,19689
35785,35785
37279,37279
20479,20479
26807,26807
15145,15145
36286,36286
42356,42356
45637,45637
7317,7317
22507,22507
30726,30726
33516,33516
19022,19022
26615,26615
12224,12224
10975,10975
8031,8031
32687,32687
22314,22314
17671,17671
10785,10785
4784,4784
17523,17523
4661,4661
11749,11749
20949,20949
42694,42694
17079,17079
18877,18877
48537,48537
31084,31084
43999,43999
26171,26171
9489,9489
34381,34381
25978,25978
45066,45066
11250,11250
20366,20366
16031,16031
7556,7556
3678,3678
5652,5652
8727,8727
43802,43802
41728,41728
35180,35180
38317,38317
48154,48154
38192,38192
21518,21518
20265,20265
17256,17256
10477,10477
3367,3367
15448,15448
29772,29772
49241,49241
43443,43443
17821,17821
47042,47042
25786,25786
1067,1067
23676,23676
44482,44482
32480,32480
35277,35277
32544,32544
7698,7698
26184,26184
7413,7413
24116,24116
20808,20808
7396,7396
16450,16450
27900,27900
44592,44592
193,193
41494,41494
25939,25939
6267,6267
4729,4729
30028,30028
26480,26480
6079,6079
28318,28318
2685,2685
23928,23928
41850,41850
6706,6706
48865,48865
44692,44692
31856,31856
43483,43483
7976,7976
39438,39438
23511,23511
1026,1026
6829,6829
44553,44553
12611,12611
39822,39822
7366,7366
22122,22122
33637,33637
35444,35444
9634,9634
13379,13379
990,990
31740,31740
11023,11023
4250,4250
5920,5920
38882,38882
10621,10621
28261,28261
45112,45112
17095,17095
35399,35399
39993,39993
14249,14249
22142,22142
35711,35711
30780,30780
12661,12661
46132,46132
30147,30147
14764,14764
41069,41069
34479,34479
32036,32036
26332,26332
36945,36945
5273,5273
38232,38232
43289,43289
2519,2519
1885,1885
12109,12109
45262,45262
38904,38904
454,454
23581,23581
37157,37157
48277,48277
31307,31307
43067,43067
48005,48005
10284,10284
28701,28701
12095,12095
41448,41448
21816,21816
15617,15617
34196,34196
43893,43893
37106,37106
28502,28502
9708,9708
12251,12251
14684,14684
27222,27222
29765,29765
11732,11732
1454,1454
24934,24934
28458,28458
30509,30509
29577,29577
5012,5012
38494,38494
27601,27601
24021,24021
47235,47235
49324,49324
13587,13587
36563,36563
40564,40564
17954,17954
28880,28880
35077,35077
42064,42064
42006,42006
3056,3056
36714,36714
41937,41937
29340,29340
18734,18734
43098,43098
41148,41148
38958,38958
35295,35295
6111,6111
32838,32838
40487,40487
35288,35288
26547,26547
47197,47197
18413,18413
1780,1780
33099,33099
13798,13798
41804,41804
48090,48090
31274,31274
13947,13947
1379,1379
3165,3165
5226,5226
16715,16715
1776,1776
31137,31137
23583,23583
42423,42423
22493,22493
16365,16365
11879,11879
35908,35908
23660,23660
22295,22295
35456,35456
19236,19236
5783,5783
19306,19306
5430,5430
44821,44821
22840,22840
9274,9274
37468,37468
42164,42164
12641,12641
3094,3094
1499,1499
25416,25416
41344,41344
5856,5856
8344,8344
27854,27854
27630,27630
7121,7121
27163,27163
15352,15352
31603,31603
1152,1152
10708,10708
24462,24462
31503,31503
6782,6782
18871,18871
48007,48007
28286,28286
33923,33923
37510,37510
21644,21644
17890,17890
26087,26087
17336,17336
29311,29311
71677,71677
71324,71324
61901,61901
95237,95237
64086,64086
89026,89026
50604,50604
63403,63403
97465,97465
78317,78317
98714,98714
97935,97935
91693,91693
83143,83143
54867,54867
82049,82049
80571,80571
88393,88393
63955,63955
88439,88439
83846,83846
98964,98964
92047,92047
71110,71110
54872,54872
51754,51754
56111,56111
85951,85951
96179,96179
84347,84347
94697,94697
62593,62593
66876,66876
58128,58128
71967,71967
63716,63716
87643,87643
69144,69144
81144,81144
94011,94011
50228,50228
82165,82165
65327,65327
53512,53512
68296,68296
53044,53044
95772,95772
63929,63929
53821,53821
84273,84273
80568,80568
83356,83356
73861,73861
85498,85498
75800,75800
90185,90185
54056,54056
58119,58119
98660,98660
52995,52995
55310,55310
88620,88620
56804,56804
60485,60485
73009,73009
90632,90632
65170,65170
69203,69203
58807,58807
69445,69445
75756,75756
67220,67220
85389,85389
67126,67126
59122,59122
54972,54972
76759,76759
60927,60927
77483,77483
91960,91960
87502,87502
78884,78884
54169,54169
84748,84748
90894,90894
78760,78760
54211,54211
80323,80323
86365,86365
73115,73115
91855,91855
53283,53283
79596,79596
79163,79163
89785,89785
75036,75036
77707,77707
52505,52505
76716,76716
92949,92949
97603,97603
51934,51934
95010,95010
54760,54760
61573,61573
76578,76578
61199,61199
80318,80318
77260,77260
88194,88194
89325,89325
81774,81774
50963,50963
63712,63712
77630,77630
95700,95700
74756,74756
77408,77408
76094,76094
84203,84203
